sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego,id
2,47,6,2,7,44,0,5,4.5,869644
2,31,5,99,9,40,0,10,68.7,296858
1,57,7,99,9,40,0,10,402.5,1027033
1,39,5,2,7,44,0,5,108.9,1467432
2,51,7,99,9,40,0,10,285.4,1978483
1,28,4,2,8,44,0,4,76.9,693060
1,47,6,8,7,44,0,10,8.1,1563467
1,34,5,8,7,44,0,9,19.5,1538244
2,20,3,9,7,44,0,2,1.9,1758907
1,33,5,2,7,44,0,2,3.5,2258512
2,61,7,9,7,40,0,10,414.5,234637
2,29,4,1,6,44,0,10,32.8,2161166
1,28,4,9,7,44,0,3,28.9,140545
1,26,4,8,4,44,0,9,26.1,454988
2,38,5,9,7,44,0,2,21.9,2176707
2,26,4,8,9,40,0,5,27.9,975710
2,48,6,99,5,40,0,8,200.3,2359135
1,29,4,9,7,36,0,4,39.8,50656
2,39,5,8,7,44,0,5,55.9,1834556
1,51,7,99,8,30,0,10,332.1,690017
1,34,5,8,7,22,0,6,49.5,1380370
2,27,4,8,7,44,0,10,87.2,870613
1,42,6,8,9,42,0,3,99.9,2326553
2,59,7,99,9,10,0,10,154.6,2075263
2,52,7,8,6,33,0,9,110.3,775281
2,55,7,8,7,44,0,5,48.9,1777554
1,35,5,8,4,44,0,4,17.9,454081
1,32,5,8,7,44,0,5,74.8,2297042
2,38,5,4,9,28,0,4,161.9,2084212
2,55,7,2,9,24,0,6,309.1,2455951
1,38,5,8,7,42,0,9,217.8,664271
2,21,3,2,9,44,0,4,28.5,434066
2,27,4,99,7,40,0,8,43.7,207247
1,51,7,8,7,44,0,6,15.1,652195
2,47,6,8,9,44,0,8,74.8,1969732
1,32,5,9,7,44,0,5,32.7,650068
1,35,5,8,5,44,0,6,1.5,2225988
1,28,4,8,7,44,0,6,29.1,1494590
2,38,5,9,7,30,0,2,9.9,204779
1,46,6,9,5,44,0,3,4.9,1221556
1,33,5,8,7,44,0,2,1.2,2314762
1,53,7,8,9,44,0,4,74.4,2326625
1,23,3,8,8,44,0,4,18.8,690524
1,56,7,99,7,36,0,10,378.9,2277564
2,32,5,9,6,44,0,5,2.9,1740240
1,40,6,8,2,44,0,10,95.2,1085290
1,26,4,99,7,30,0,7,3.9,540916
1,45,6,9,7,0,0,5,16.4,2305391
2,23,3,8,7,44,0,3,17.9,2379452
1,28,4,9,7,44,0,6,56.1,515742
1,47,6,9,7,44,0,4,41.9,1480745
1,34,5,8,9,40,0,4,3.9,740232
2,51,7,99,5,30,0,10,183.0,1725712
1,41,6,99,11,40,0,10,53.2,382905
2,54,7,99,9,44,0,10,95.9,2014832
2,43,6,99,9,36,0,10,177.9,1972882
1,34,5,4,5,44,0,3,27.9,1188973
1,35,5,9,4,36,0,8,108.4,13688
1,38,5,8,6,36,0,7,36.9,1262692
2,49,6,99,5,20,0,9,354.9,182115
2,40,6,2,4,44,0,6,160.7,2355798
1,55,7,99,7,29,0,10,261.9,2124373
1,30,5,99,9,25,0,10,21.9,368548
2,40,6,99,9,25,0,10,262.7,309713
1,53,7,8,6,44,0,5,42.9,1262251
1,22,3,2,7,36,0,3,3.9,1420943
2,51,7,2,7,40,0,6,58.9,2411183
1,38,5,8,7,44,0,4,16.9,995731
1,47,6,8,2,44,0,9,107.9,1098917
1,32,5,8,4,44,0,7,82.1,453384
2,38,5,8,7,44,0,6,33.8,2174037
1,29,4,2,7,44,0,10,12.4,564145
2,20,3,8,7,24,0,6,9.7,1799935
2,40,6,99,9,40,0,8,112.7,2081064
1,28,4,99,9,24,0,10,59.6,1028231
1,48,6,8,1,44,0,7,17.4,1081053
2,32,5,8,7,44,0,4,11.9,1838179
1,54,7,8,9,42,0,3,25.0,2335780
1,46,6,8,7,38,0,8,173.9,526673
2,32,5,2,7,44,0,4,72.9,1759502
2,27,4,8,7,44,0,2,11.4,1792445
1,36,5,8,7,44,0,8,18.5,1422014
1,36,5,8,4,44,0,2,49.9,1151104
2,39,5,99,9,25,0,10,43.9,948173
2,23,3,2,7,44,0,2,23.9,1886067
2,39,5,9,7,44,0,7,41.9,1048511
1,32,5,2,7,35,0,5,51.7,1339766
1,24,3,8,7,44,0,5,71.0,666942
1,32,5,9,7,44,0,7,42.3,625721
2,53,7,99,9,30,0,10,293.5,967030
1,32,5,2,5,36,0,5,18.9,1191653
1,48,6,99,9,30,0,10,97.9,709952
2,49,6,99,7,30,0,10,64.5,392861
1,39,5,8,7,44,0,5,14.9,1574174
1,32,5,8,7,44,0,4,9.9,1451039
1,40,6,99,8,36,0,9,200.9,1600117
2,54,7,99,9,20,0,7,152.9,2077276
1,50,7,99,5,30,0,10,292.7,461112
1,39,5,8,7,44,0,10,64.3,668660
2,36,5,8,9,30,0,10,42.5,941183
1,28,4,99,9,30,0,10,15.4,1661557
1,46,6,99,9,40,0,10,193.4,2145765
1,52,7,99,9,35,0,9,352.9,700052
1,47,6,99,11,40,0,10,259.2,2157278
1,26,4,99,7,40,0,7,51.5,1389314
1,46,6,99,7,40,0,10,70.1,993827
1,41,6,8,7,44,0,2,113.9,2269083
1,46,6,99,7,36,0,9,105.9,1317573
1,64,7,99,7,30,0,10,30.5,1544855
1,22,3,4,5,44,0,3,2.9,1170054
2,50,7,99,9,40,0,10,217.1,2449545
1,19,3,4,7,44,0,5,3.3,1479287
1,26,4,8,5,44,0,8,47.6,468723
2,24,3,8,7,44,0,5,46.9,1913936
2,50,7,2,7,44,0,6,43.8,2371289
1,55,7,8,7,44,0,7,75.5,597097
1,23,3,99,7,30,0,5,45.6,2250296
2,26,4,2,7,44,0,7,0.5,2365357
1,37,5,99,5,30,0,10,27.4,467420
1,31,5,4,7,44,0,6,59.3,58224
1,43,6,2,9,44,0,7,2.5,741093
2,32,5,8,7,44,0,6,2.9,1858064
1,24,3,8,7,44,0,7,19.4,2127308
1,23,3,99,7,40,0,10,59.5,78544
2,73,8,99,5,40,0,10,417.9,183948
2,51,7,8,7,44,0,2,90.9,1864926
2,33,5,8,9,44,0,7,23.4,944675
2,44,6,2,9,44,0,2,21.9,2074826
1,46,6,2,4,44,0,7,28.3,453915
2,44,6,99,9,40,0,10,133.9,952814
1,67,8,99,7,44,0,9,248.9,1282542
1,34,5,8,7,30,0,4,7.3,1385437
1,66,8,99,9,30,0,10,309.7,1664081
1,33,5,99,9,30,0,10,37.9,736569
2,35,5,2,9,44,0,5,27.8,436245
1,44,6,8,2,44,0,3,4.9,2213034
1,29,4,8,7,36,0,9,76.9,1507438
1,62,7,99,7,40,0,9,400.5,85358
1,39,5,9,7,42,0,5,21.9,1366207
2,47,6,9,9,36,0,6,52.1,316432
1,35,5,2,7,44,0,6,28.9,496436
2,39,5,8,7,44,0,8,32.3,1891457
1,57,7,9,5,40,0,10,20.9,2229279
2,36,5,2,9,2,0,7,34.9,2059396
1,27,4,8,7,36,0,7,10.8,660514
1,32,5,9,7,44,0,5,13.3,2253359
2,51,7,99,9,30,0,10,321.4,421840
1,44,6,99,7,30,0,8,69.9,997894
1,42,6,99,9,30,0,10,178.4,710299
1,29,4,8,7,44,0,2,46.9,138553
1,26,4,99,7,40,0,10,54.0,557583
1,30,5,8,7,44,0,7,0.7,608622
1,54,7,99,9,20,0,10,31.0,2145701
2,36,5,8,7,44,0,2,9.9,248713
1,66,8,99,2,40,0,4,357.6,2213166
2,35,5,99,9,30,0,10,6.0,2186566
1,37,5,8,2,44,0,9,55.5,1096946
1,22,3,8,7,44,0,7,9.3,2126059
1,47,6,9,7,44,0,4,3.7,129354
1,27,4,8,8,40,0,6,52.9,147441
1,24,3,9,7,44,0,7,20.2,2119805
2,40,6,8,7,44,0,6,23.7,784331
1,39,5,8,7,44,0,5,157.8,104081
1,32,5,9,7,44,0,8,4.8,615303
1,50,7,2,9,40,0,4,379.7,1634181
1,25,4,8,7,44,0,5,4.2,1382957
1,32,5,8,7,44,0,2,58.5,49034
2,37,5,99,9,40,0,10,141.9,2438527
1,22,3,9,4,44,0,4,9.3,19160
1,26,4,8,7,44,0,9,33.9,1527965
1,51,7,2,7,44,0,4,272.9,1432221
2,63,7,99,9,40,0,10,262.2,1994278
1,28,4,8,3,44,0,2,38.2,7532
2,40,6,99,9,30,0,10,58.5,932629
1,35,5,8,7,44,0,10,9.1,1559867
2,33,5,99,9,40,0,10,113.2,2453809
1,41,6,2,9,44,0,9,52.7,1683028
1,23,3,2,7,38,0,6,56.9,561854
2,38,5,99,9,40,0,10,214.9,1067671
2,33,5,9,7,44,0,7,49.7,1845650
1,25,4,8,6,44,0,10,88.5,33706
1,42,6,8,7,44,0,2,246.9,515958
2,29,4,2,7,44,0,5,4.3,257887
1,28,4,8,3,44,0,7,55.4,1115758
2,26,4,2,7,44,0,5,13.1,891915
1,29,4,9,7,44,0,4,13.1,56098
1,35,5,8,2,44,0,8,16.8,1102731
2,31,5,8,7,44,0,2,11.2,193933
1,19,3,9,7,44,0,5,2.3,2313244
2,55,7,99,9,20,0,10,10.9,2051211
1,36,5,99,9,30,0,10,10.9,715183
1,24,3,8,8,44,0,5,17.0,366676
2,63,7,99,4,36,0,7,37.9,1711654
1,53,7,9,5,44,0,4,62.9,1222982
1,24,3,8,4,44,0,8,1.1,986043
2,52,7,8,7,44,0,6,2.2,1948416
2,24,3,8,7,44,0,4,4.7,840216
1,25,4,9,9,40,0,8,2.4,1649003
2,43,6,8,9,44,0,9,16.7,1972582
2,41,6,2,7,44,0,8,198.9,1826011
1,35,5,8,7,22,0,6,28.9,500577
1,41,6,8,1,44,0,5,33.3,438502
1,44,6,8,6,44,0,9,152.9,991198
1,60,7,2,3,44,0,2,162.9,1106488
2,34,5,99,7,40,0,9,11.2,213910
1,41,6,99,9,30,0,10,9.3,727495
2,56,7,99,2,40,0,10,247.2,2353649
1,25,4,8,7,44,0,7,39.4,1529011
1,25,4,8,7,44,0,5,10.4,625358
1,31,5,2,7,35,0,9,67.6,1495775
2,59,7,9,7,44,0,5,143.9,1037905
2,20,3,8,7,44,0,4,21.9,1906556
2,22,3,8,7,44,0,2,7.8,798008
2,34,5,8,8,44,0,3,25.9,2183725
1,38,5,8,7,44,0,7,47.4,1479791
1,71,8,99,5,40,1,10,425.6,23514
1,35,5,8,7,36,0,5,32.9,99182
2,36,5,99,9,40,0,10,114.5,908290
2,44,6,99,7,40,0,10,235.9,394587
2,59,7,99,9,30,0,10,58.5,937793
1,64,7,9,7,44,0,2,90.9,1438787
1,26,4,8,5,44,0,8,37.3,31896
2,28,4,9,7,44,0,4,15.9,269136
1,17,2,8,6,22,0,5,13.8,1238578
1,41,6,8,7,44,0,2,88.7,1006539
1,48,6,99,7,40,0,10,38.9,2282946
2,31,5,99,7,44,0,8,4.9,1038964
2,29,4,8,7,44,0,7,23.9,1850350
2,39,5,8,7,44,0,2,61.9,1863870
2,33,5,8,7,0,0,9,4.6,1800988
1,41,6,99,9,40,0,7,112.2,379873
2,40,6,9,7,44,0,2,21.9,217637
2,51,7,99,9,40,0,9,10.9,2032617
2,18,3,8,6,20,0,6,20.7,1749740
1,38,5,2,7,44,0,3,6.9,2249023
1,34,5,9,7,18,0,3,3.9,684273
1,24,3,99,7,40,0,6,17.0,351956
1,45,6,8,9,0,0,6,85.8,740035
1,31,5,2,7,44,0,6,20.7,668782
2,47,6,99,7,30,0,9,171.9,1878063
1,34,5,8,7,1,0,2,3.8,363769
2,35,5,9,7,44,0,4,46.9,249827
1,54,7,8,7,44,0,6,25.3,331116
1,33,5,9,7,40,0,2,15.9,1553046
2,52,7,99,7,44,0,10,261.6,2165632
2,45,6,99,9,30,0,10,188.1,2197697
2,21,3,9,7,44,0,4,5.4,2404910
1,17,2,8,6,20,0,7,5.5,480150
1,65,8,8,2,44,0,10,32.9,1096010
1,56,7,9,9,44,0,8,237.9,168713
2,48,6,99,9,20,0,10,107.3,2076621
1,62,7,8,7,36,0,9,280.9,111809
1,44,6,2,7,44,0,7,118.9,596991
2,46,6,8,7,44,0,10,20.9,1921996
2,55,7,99,9,30,0,10,130.9,427876
1,44,6,8,7,38,0,8,115.7,628773
1,58,7,99,9,25,0,10,104.7,165958
1,35,5,99,9,20,0,10,29.8,1641283
1,36,5,8,5,44,0,2,31.9,1194264
1,24,3,8,6,44,0,6,2.5,991986
2,60,7,99,7,30,0,9,414.8,1823406
1,33,5,99,9,24,0,10,137.8,1028312
1,26,4,2,7,44,0,5,38.9,661963
1,37,5,99,7,36,0,10,0.9,1008065
2,36,5,99,9,30,0,10,95.7,2194343
2,45,6,99,7,40,0,7,273.9,390942
1,56,7,99,3,40,0,10,369.2,443396
1,36,5,99,7,44,0,5,111.0,49998
2,52,7,99,7,30,0,10,237.9,808319
2,30,5,8,7,44,0,9,34.4,799044
1,39,5,2,7,44,0,8,90.3,1498566
1,26,4,2,7,44,0,5,3.9,1004228
2,38,5,2,7,44,0,2,233.9,253270
2,47,6,99,9,30,0,10,73.5,2041097
2,47,6,99,9,44,0,9,320.5,1979490
1,39,5,8,7,44,0,10,125.9,1591285
2,37,5,8,9,44,0,2,8.9,2065474
1,28,4,8,7,44,0,10,12.8,1301747
2,29,4,8,8,44,0,4,26.0,274067
1,23,3,99,8,44,0,10,13.9,1603208
2,30,5,2,7,44,0,3,15.1,258754
2,17,2,99,7,30,0,10,59.9,1780541
2,28,4,8,7,44,0,4,10.9,1055308
1,47,6,2,7,44,0,2,65.9,489056
1,33,5,2,7,44,0,7,92.9,576738
1,42,6,8,7,44,0,4,160.9,1511118
1,37,5,8,7,40,0,10,107.6,1512452
2,25,4,8,8,44,0,7,38.4,1967875
2,63,7,99,7,30,0,10,416.4,1817964
2,27,4,8,7,44,0,9,78.7,831298
2,48,6,99,5,40,0,8,250.1,181033
2,45,6,99,9,20,0,10,10.9,2044682
1,51,7,99,5,40,0,9,394.2,1185521
1,22,3,2,7,44,0,3,1.6,68085
2,33,5,8,7,44,0,2,39.9,1883834
1,25,4,8,7,44,0,7,2.3,643729
2,26,4,9,7,44,0,6,4.5,245024
2,38,5,8,7,36,0,5,72.4,889834
1,59,7,8,7,44,0,9,386.8,1480531
1,27,4,8,7,44,0,4,1.8,1286382
1,27,4,8,7,30,0,4,71.8,1380999
1,58,7,99,9,40,0,10,41.9,2150319
2,23,3,8,7,44,0,10,22.3,836256
2,49,6,99,9,20,0,10,318.9,1982317
2,36,5,99,7,40,0,10,11.7,1037565
1,26,4,8,7,44,0,3,38.9,2258057
1,34,5,8,7,44,0,10,9.7,1571586
1,25,4,2,7,44,0,9,62.5,616387
2,33,5,4,9,44,0,5,1.4,1971704
2,53,7,8,5,36,0,3,195.9,1739041
1,28,4,8,7,44,0,5,35.3,511762
2,47,6,2,9,3,0,7,28.9,2188630
2,52,7,8,7,44,0,4,82.4,862871
2,20,3,8,7,0,0,5,10.5,2393775
1,30,5,99,9,40,0,10,75.4,150833
2,41,6,99,7,36,0,6,93.6,2415170
1,25,4,8,8,44,0,4,15.9,1595471
1,31,5,8,7,44,0,8,0.6,619913
1,29,4,8,5,44,0,6,12.2,460841
2,41,6,8,7,44,0,3,95.9,1855919
1,30,5,8,7,44,0,9,35.4,1502596
2,21,3,8,7,44,0,5,48.3,1053292
1,52,7,99,9,30,0,10,343.2,368465
1,50,7,99,9,20,0,10,142.4,1637479
1,60,7,99,7,30,0,10,29.8,1275362
2,49,6,4,7,22,0,4,18.9,1861387
2,36,5,2,9,44,0,4,39.8,964508
2,33,5,2,9,40,0,4,13.8,2080558
2,31,5,8,9,44,0,6,19.8,966484
1,23,3,8,7,44,1,6,25.6,1475273
1,38,5,99,2,40,0,9,176.6,1102547
1,32,5,9,6,44,0,7,6.0,477514
1,68,8,99,3,40,0,9,370.3,6847
1,40,6,8,6,44,0,7,40.1,488148
1,30,5,8,7,44,0,9,49.9,1330769
1,55,7,8,5,36,0,10,27.5,1175870
2,38,5,2,7,31,0,7,118.9,261937
1,32,5,8,7,44,0,10,128.5,1478746
2,31,5,8,7,40,0,9,4.9,2164874
2,48,6,8,5,44,0,3,6.2,1720209
2,51,7,99,7,40,0,9,101.6,218345
2,58,7,8,9,44,0,8,10.9,2209725
2,35,5,8,7,44,0,5,5.4,263775
2,43,6,99,9,20,0,10,237.3,2080062
2,45,6,8,9,20,0,6,47.9,1989750
1,44,6,8,6,36,0,4,46.9,37406
1,21,3,8,7,44,0,5,34.2,55626
1,31,5,8,7,44,0,5,6.3,2306928
1,32,5,8,7,44,0,4,68.9,1277544
1,28,4,8,7,44,0,9,20.5,607097
1,29,4,2,5,0,0,9,38.9,22641
2,37,5,8,7,44,0,4,23.9,411880
1,33,5,8,5,44,0,3,95.7,1181441
1,45,6,8,9,44,0,5,23.0,715894
1,61,7,8,4,36,0,6,69.9,12023
2,53,7,99,7,40,0,10,225.9,1906085
1,56,7,8,4,36,0,5,28.9,1153833
1,55,7,99,9,40,0,10,47.9,741853
1,44,6,8,4,44,0,6,43.1,13821
2,24,3,8,7,44,0,10,30.7,887578
1,37,5,99,7,44,0,9,204.9,1335557
2,38,5,8,7,44,0,3,101.9,1822622
2,34,5,9,9,44,0,9,43.9,1069934
2,50,7,99,5,40,0,10,209.0,764752
1,39,5,99,9,44,0,10,152.5,1652280
1,51,7,8,7,20,0,10,335.6,1425016
2,26,4,8,4,44,0,4,73.9,1709359
1,29,4,9,7,44,0,6,5.9,1585238
1,29,4,9,7,40,0,10,12.9,2274530
2,19,3,2,6,36,0,4,1.4,192965
1,52,7,99,7,44,0,9,250.2,1318044
1,22,3,4,8,44,0,4,66.9,148018
2,38,5,8,7,44,0,10,1.0,874004
2,32,5,99,9,30,0,10,30.7,2052569
1,25,4,8,5,44,0,5,68.4,1182218
1,36,5,9,7,44,0,6,16.9,2112893
1,20,3,8,7,44,0,7,0.5,1581502
2,48,6,99,9,40,0,10,90.9,2078806
2,39,5,99,9,30,0,10,8.9,2087506
1,27,4,8,5,44,0,8,5.5,1202487
1,51,7,8,2,44,0,6,216.8,2097047
1,34,5,8,7,44,0,9,94.9,621381
2,59,7,99,7,40,0,10,20.9,826656
2,54,7,99,7,40,0,10,199.9,1044160
2,41,6,99,5,30,0,10,144.2,1720863
2,57,7,99,7,40,0,9,198.9,824011
2,37,5,8,7,44,0,7,105.8,199103
2,42,6,8,7,44,0,7,7.3,1875389
2,48,6,99,9,30,0,10,190.2,945352
1,32,5,2,6,44,0,4,44.8,1249176
2,61,7,2,7,44,0,9,33.9,799081
1,53,7,99,7,30,0,10,171.1,587435
1,43,6,2,7,40,0,8,244.6,62597
1,38,5,8,7,36,1,8,62.9,1274214
1,49,6,99,7,40,0,10,186.7,2288207
1,45,6,8,7,42,0,2,215.9,1538628
1,40,6,99,7,40,0,10,147.6,81213
2,54,7,99,9,25,0,10,225.5,299116
2,43,6,99,9,40,0,10,142.5,1060624
2,52,7,99,7,36,0,10,422.9,1907811
1,62,7,8,6,36,0,3,337.9,1251471
1,52,7,8,9,40,0,7,61.9,1028099
2,24,3,8,7,44,0,8,38.3,1854422
1,40,6,8,7,44,0,7,37.9,2294386
2,51,7,2,3,44,0,5,127.9,1699852
1,26,4,99,9,40,0,9,70.7,733025
2,21,3,8,7,44,0,3,0.9,1900391
2,56,7,8,6,44,0,5,61.9,192066
1,24,3,8,7,44,0,7,1.8,553682
2,41,6,99,9,40,0,8,58.9,2449499
1,34,5,4,4,44,0,5,87.9,1145707
1,42,6,8,7,44,0,7,162.8,125537
2,37,5,99,9,20,0,10,16.8,2001184
2,47,6,99,10,30,0,10,244.9,2093575
2,38,5,8,7,36,0,9,0.9,1810581
1,65,8,99,9,30,0,10,318.9,715196
1,32,5,99,9,40,0,10,3.9,2148152
2,45,6,2,7,44,0,4,88.4,1877827
1,36,5,8,7,44,0,7,73.3,354542
2,43,6,8,5,42,0,8,29.4,768452
2,30,5,99,5,36,0,9,91.4,1727986
2,44,6,99,7,30,0,10,268.4,1780640
2,33,5,99,9,40,0,10,124.2,2442237
1,46,6,8,7,44,0,2,74.9,75204
2,56,7,99,8,40,0,10,390.9,413759
2,26,4,2,9,24,0,7,3.9,2423136
1,45,6,99,9,30,0,10,232.8,1660486
1,46,6,99,2,36,0,5,269.9,2096792
1,36,5,99,7,40,0,9,176.9,1374373
1,57,7,8,5,44,0,8,12.8,1220241
1,31,5,99,11,40,0,10,61.3,752330
1,52,7,99,7,30,0,10,144.0,1500766
1,38,5,8,7,44,0,8,2.8,1563286
1,38,5,99,9,30,0,8,70.2,1634371
2,35,5,8,7,8,0,7,65.9,254371
1,27,4,4,7,44,0,10,95.4,55130
1,45,6,8,7,44,0,8,151.7,1328722
1,30,5,8,7,44,0,2,11.5,130308
1,46,6,8,7,33,0,8,172.5,606160
1,33,5,8,6,44,1,8,13.4,483712
1,53,7,99,7,40,0,7,178.9,1384169
1,34,5,99,7,30,0,7,148.5,1341698
1,49,6,99,5,40,0,10,188.4,987266
1,53,7,2,6,22,0,5,34.9,39455
1,48,6,8,6,44,1,9,99.3,486150
2,66,8,99,7,25,0,10,353.7,395420
1,58,7,8,5,44,0,2,290.9,1194220
1,33,5,8,7,44,0,6,35.6,131043
1,33,5,8,7,44,0,4,1.3,1002169
1,26,4,2,7,44,0,7,20.9,2299181
1,43,6,99,7,44,0,8,165.0,2107112
1,24,3,8,7,44,0,6,0.9,362300
1,27,4,8,7,44,0,3,82.9,1427987
1,40,6,8,7,44,0,8,11.1,1419444
1,52,7,99,6,30,0,9,203.0,1228521
1,37,5,99,9,40,0,10,98.4,1028024
1,60,7,8,2,44,0,3,215.9,1097695
1,30,5,99,9,40,0,10,21.5,151327
2,63,7,99,9,30,0,10,465.9,939038
1,31,5,8,5,44,0,9,15.4,1216714
2,25,4,8,7,44,0,2,29.8,858514
2,34,5,8,9,40,0,6,40.9,2189635
1,36,5,8,9,44,0,8,28.7,1687985
1,24,3,8,7,44,0,2,4.9,2265850
1,29,4,8,7,44,0,6,67.6,1350235
2,34,5,99,9,40,0,10,29.9,2078815
2,42,6,8,7,44,0,7,38.9,1883000
1,42,6,99,9,40,0,10,176.3,2331645
1,30,5,9,7,44,0,7,5.3,1377094
2,33,5,99,5,40,0,10,96.8,1730662
2,30,5,9,7,44,0,3,2.9,2369102
2,49,6,99,7,40,0,9,212.9,832815
1,18,3,8,6,30,0,9,1.6,2235738
2,22,3,8,7,36,0,5,24.3,1903951
1,50,7,99,2,36,0,6,244.8,2096830
2,66,8,99,4,40,0,10,453.8,1703639
1,41,6,4,7,44,0,10,121.4,1592999
1,27,4,2,6,44,0,4,89.9,35436
1,22,3,9,7,44,0,2,13.9,493781
2,50,7,99,4,30,0,10,318.3,384640
2,31,5,99,9,40,0,7,18.9,431368
2,20,3,9,7,44,0,5,16.9,1884186
1,22,3,8,7,44,0,5,10.9,529926
1,25,4,8,7,20,0,7,57.7,1364109
1,31,5,8,8,44,0,7,11.4,686499
1,68,8,8,7,44,0,8,70.9,1507840
1,29,4,99,7,40,0,10,23.4,993553
1,45,6,8,4,44,0,5,128.6,1153953
2,29,4,99,7,36,0,5,15.9,1870037
1,33,5,8,9,44,0,4,63.9,1677699
2,38,5,8,7,32,0,6,22.5,789830
2,58,7,99,2,40,0,8,202.1,1697233
2,61,7,99,7,40,0,10,446.5,228417
1,49,6,8,4,44,0,7,13.8,452631
2,34,5,8,9,30,0,10,23.9,1986355
2,65,8,99,7,30,0,10,440.7,1812782
2,27,4,8,7,44,0,7,7.3,1923193
1,57,7,4,1,44,0,8,15.9,438420
1,65,8,8,7,30,0,8,188.9,542357
2,30,5,8,7,44,0,5,12.5,1845832
2,60,7,99,9,30,0,10,144.8,2025057
2,56,7,99,9,30,0,10,431.4,2005281
2,32,5,99,7,40,0,10,107.1,1934240
1,44,6,99,9,40,0,10,126.4,159674
1,20,3,8,7,20,0,8,0.8,562854
2,36,5,99,7,40,0,10,9.4,220511
1,40,6,2,4,44,0,9,147.9,15065
2,49,6,8,7,36,0,3,20.8,2369234
1,30,5,8,7,44,0,4,16.1,111947
2,37,5,9,7,44,0,4,3.0,2377983
1,26,4,8,7,44,0,10,27.8,1559690
2,36,5,8,7,44,0,3,13.4,898267
2,22,3,2,9,42,0,2,4.7,1975837
1,20,3,2,7,44,0,5,2.8,608657
2,46,6,99,9,25,0,10,21.9,418241
1,38,5,8,5,44,0,3,11.9,2099844
2,51,7,99,9,30,0,10,367.8,2051721
2,40,6,8,7,44,0,2,13.9,1040669
2,36,5,8,7,44,0,2,0.8,794557
1,27,4,8,7,44,0,2,12.6,1424265
2,61,7,8,7,36,0,5,3.9,1925229
2,37,5,99,7,44,0,10,164.1,789497
2,39,5,99,8,40,0,9,6.7,902704
2,56,7,99,2,40,0,10,27.6,173265
1,23,3,8,7,44,0,6,3.7,560010
2,37,5,8,7,22,0,5,60.9,1944656
2,51,7,8,7,44,0,8,53.6,868431
1,22,3,2,7,36,0,3,8.2,113158
1,60,7,99,4,40,0,10,453.9,1118707
1,40,6,8,5,44,0,10,69.4,1219834
2,22,3,8,5,44,0,4,43.8,1736848
2,48,6,8,7,44,0,5,13.9,1827221
2,29,4,8,9,36,0,6,54.3,925709
1,20,3,2,7,44,0,10,6.9,120710
1,54,7,8,7,44,0,9,129.3,648433
1,42,6,4,9,44,0,6,225.8,2347672
1,44,6,8,7,44,0,10,19.7,1446744
1,26,4,8,7,44,0,6,14.9,1321534
2,24,3,8,7,44,0,4,1.9,826790
2,64,7,99,9,40,0,10,319.8,2204150
1,44,6,2,5,40,0,10,29.5,1162955
2,54,7,99,7,30,0,10,185.8,805742
2,70,8,99,7,40,0,10,237.0,223149
1,51,7,8,7,44,0,4,39.5,2274210
1,38,5,8,4,44,0,4,219.7,446799
2,34,5,99,9,40,0,9,11.4,1971579
1,29,4,2,9,40,0,10,1.8,148521
2,19,3,8,8,22,0,2,0.7,1956994
1,35,5,2,7,44,0,7,39.9,128310
1,34,5,8,4,44,0,7,3.9,1120454
2,38,5,99,7,36,0,10,21.9,1859128
2,53,7,8,2,40,0,10,9.9,1697990
1,24,3,8,7,44,0,3,38.5,2318957
2,47,6,8,9,44,0,2,38.9,959022
2,39,5,99,7,40,0,10,90.3,233926
1,34,5,8,7,44,0,9,48.9,529105
1,47,6,99,8,40,0,10,189.9,1601759
2,37,5,99,9,20,0,9,47.1,2048627
2,40,6,2,9,40,0,5,58.4,921937
2,22,3,8,7,44,0,3,42.9,1926330
1,54,7,8,5,44,0,5,36.9,1193112
1,32,5,8,2,44,0,8,27.4,1103194
2,36,5,8,7,44,0,4,38.9,783525
1,41,6,2,7,42,0,10,212.2,630626
1,20,3,8,4,44,0,3,17.9,1149735
1,23,3,9,9,44,0,5,15.3,1654324
1,29,4,99,7,40,0,8,48.3,2277928
1,33,5,99,9,30,0,10,107.1,715153
2,48,6,99,9,40,0,10,319.6,2191051
2,31,5,99,9,30,0,10,133.6,420950
2,34,5,99,7,36,0,10,178.9,1801211
2,21,3,2,7,44,0,5,42.9,1953906
1,45,6,99,7,30,0,10,104.9,1276694
2,55,7,99,9,40,0,10,429.9,2190159
1,38,5,99,7,40,0,10,17.6,1468620
2,36,5,99,7,40,0,9,80.0,2395070
2,37,5,99,3,44,0,9,130.7,1699084
2,50,7,99,9,40,0,10,149.9,280736
2,25,4,99,9,36,0,10,30.9,1073416
2,45,6,99,9,30,0,9,279.9,1976561
1,42,6,2,9,44,0,2,68.9,1666585
1,39,5,99,7,40,0,10,73.9,2286692
1,34,5,8,9,12,0,6,91.9,1662193
1,26,4,8,7,44,0,4,59.5,1315962
2,42,6,99,9,40,0,8,232.9,2442632
1,34,5,8,4,44,0,3,28.9,1135598
2,42,6,99,9,40,0,10,133.1,2194130
2,40,6,99,9,40,0,10,21.5,2186462
1,46,6,99,9,40,0,10,126.4,1656683
2,32,5,9,7,44,0,9,32.8,831321
