sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego,remuneracao,id
1,61,7,99,9,30,0,10,261.6,3158.45,720515
2,40,6,99,9,30,0,10,145.6,3383.11,2016847
1,32,5,99,7,30,0,10,61.9,1832.34,1294477
2,23,3,8,8,44,0,4,6.9,1399.03,274246
2,24,3,2,7,44,0,4,21.5,1893.75,888994
1,28,4,8,9,24,0,9,30.9,7162.29,1634452
1,25,4,9,7,44,0,5,3.3,1997.72,1434942
1,66,8,99,9,30,0,10,147.9,4956.26,1639334
2,42,6,99,9,30,0,10,112.9,1426.24,2004259
1,55,7,8,9,44,0,10,45.9,1508.97,700485
1,29,4,8,7,44,0,5,46.9,3010.3,1350819
2,34,5,2,7,30,0,9,188.8,2182.42,1770224
1,28,4,8,5,44,0,7,79.4,2050.56,1156722
2,31,5,8,7,44,0,4,61.3,2360.56,1927411
2,31,5,99,10,40,0,10,52.0,12739.06,2092028
1,26,4,9,7,44,0,3,21.9,1213.11,99337
2,21,3,9,7,44,0,3,15.9,966.04,2412003
1,21,3,8,6,22,0,6,30.9,1257.64,327890
2,25,4,8,7,44,0,3,26.9,1349.11,1924275
2,40,6,99,9,40,0,10,128.1,4879.22,2438322
1,43,6,8,3,44,1,5,28.9,4007.65,1111281
1,45,6,8,7,38,0,3,68.3,6634.1,1495304
1,45,6,8,5,44,0,5,20.9,1484.51,2234198
1,48,6,99,7,40,0,10,246.9,4382.0,2278022
2,42,6,8,7,44,0,10,171.9,1853.86,888784
1,31,5,8,7,36,0,5,16.9,1313.61,1412848
1,25,4,8,4,44,0,5,40.9,1460.51,1136605
1,43,6,99,7,44,0,3,215.7,1593.94,339638
2,20,3,8,7,44,0,3,12.9,1323.69,1940147
1,22,3,99,7,40,0,5,1.9,1149.26,508162
2,41,6,99,9,40,0,8,205.5,5585.67,925904
2,31,5,99,9,40,0,10,91.5,1818.19,2436302
1,60,7,9,7,44,0,2,1.9,1545.13,1457776
1,31,5,8,9,44,0,9,5.5,1817.32,1646544
2,41,6,2,6,44,0,7,10.3,1012.89,770088
1,55,7,8,4,44,0,9,3.7,1235.04,984928
2,54,7,99,9,30,0,8,58.8,12643.44,2015531
1,57,7,8,7,36,0,3,201.9,2116.63,1533039
1,24,3,8,6,44,0,4,13.9,3382.92,1262600
1,40,6,8,2,44,0,7,71.8,2069.19,2215460
2,54,7,99,5,44,0,9,138.9,1187.08,386389
1,29,4,8,6,44,0,6,53.9,2084.76,1248421
1,41,6,99,7,40,0,8,2.2,864.38,999193
2,22,3,9,7,44,0,5,3.9,1380.09,884381
2,45,6,2,7,44,1,3,34.3,3249.45,198167
1,26,4,9,6,44,0,2,28.6,1113.84,990456
2,57,7,99,9,20,0,10,427.9,7104.66,2020380
2,28,4,8,7,44,0,8,7.4,2052.4,868816
1,31,5,2,8,40,0,5,112.9,5044.5,694999
2,35,5,8,7,44,0,4,8.8,1044.1,1946326
2,22,3,8,7,44,0,2,7.8,1420.46,798008
1,21,3,8,7,44,0,6,2.9,1378.29,684904
2,33,5,8,9,44,0,7,23.4,1218.82,944675
1,39,5,2,2,44,0,5,18.9,2156.72,2499
2,44,6,8,7,44,0,5,9.9,1518.53,790826
1,19,3,9,7,44,0,4,27.3,1103.37,2268715
2,49,6,99,11,40,0,10,21.2,2153.34,1076093
1,73,8,99,4,40,0,10,0.0,1432.51,1118679
1,33,5,9,7,44,0,7,5.9,2230.62,1345584
1,34,5,8,4,44,0,8,71.8,1491.92,2098827
1,43,6,8,4,40,0,5,13.8,1420.29,322158
1,49,6,8,5,44,0,6,47.5,2964.88,28388
1,68,8,99,3,40,0,9,370.3,2047.43,6847
1,51,7,2,9,44,0,4,64.4,38947.5,1667383
2,41,6,99,7,36,0,6,93.6,1792.39,2415170
2,29,4,99,9,30,0,8,19.9,3488.93,2034554
2,28,4,99,9,30,0,9,35.0,2933.33,2440640
1,49,6,2,7,44,0,8,3.1,2219.67,672642
1,71,8,99,9,44,0,10,172.9,2251.61,700524
2,34,5,9,7,44,0,3,2.9,1042.41,215407
1,45,6,2,7,42,0,6,193.8,3461.6,1486436
2,38,5,99,7,30,0,10,204.6,3449.31,1860396
1,47,6,99,1,40,0,9,77.9,1481.07,1079987
2,41,6,8,7,11,0,5,82.7,967.57,1934982
1,31,5,8,7,44,0,2,59.1,939.86,2267751
1,60,7,2,4,44,0,4,33.9,2082.24,448428
2,24,3,8,7,44,0,2,1.6,1411.22,1949181
1,22,3,8,7,44,0,9,3.6,1333.74,635708
1,42,6,8,7,44,0,6,4.9,1721.53,1309494
1,47,6,8,7,36,0,2,67.2,1526.86,337673
1,43,6,99,9,40,0,10,92.6,3007.83,161303
2,61,7,9,7,40,0,10,414.5,3213.34,234637
2,21,3,8,8,44,0,8,25.7,1976.81,1959610
1,50,7,8,3,22,0,9,98.9,1893.15,445588
1,50,7,99,4,36,0,9,318.9,1507.9,1121527
2,24,3,9,8,44,0,2,13.6,1300.64,1957279
2,51,7,99,9,44,0,10,272.9,4177.91,1992072
2,48,6,99,9,40,0,10,215.9,7852.94,1064003
1,52,7,8,7,44,0,6,261.9,3817.56,1439576
1,30,5,8,7,44,0,3,20.9,1801.22,1471018
2,39,5,99,9,40,0,10,195.8,4007.23,302153
1,33,5,9,7,44,0,3,31.9,5381.44,2266302
2,37,5,99,9,30,0,10,130.9,9480.54,427585
1,52,7,8,9,44,0,7,23.7,5178.13,1686502
2,42,6,99,7,30,0,10,13.9,2977.0,1815573
1,20,3,8,3,44,0,10,14.9,1011.39,1109506
2,25,4,2,7,44,0,3,18.5,2839.82,1756634
1,29,4,8,7,40,0,10,53.8,7720.92,1519627
2,63,7,99,4,40,0,10,468.3,5459.67,178147
2,25,4,9,9,44,0,4,3.9,1528.98,2457804
2,36,5,8,7,44,0,7,21.9,1092.45,846944
1,55,7,99,7,40,0,7,208.7,1450.08,2290431
2,27,4,9,7,44,0,7,56.5,1586.6,1911064
1,48,6,99,7,30,0,10,151.1,1858.79,1338039
2,24,3,99,9,40,0,9,2.2,2175.46,2421065
2,37,5,99,8,30,0,8,2.5,895.22,1958598
1,24,3,9,7,44,0,5,34.9,763.16,1580288
1,69,8,99,7,30,0,10,481.2,36324.99,1331468
1,64,7,6,7,44,0,2,156.9,1046.01,106368
2,35,5,8,7,44,0,6,56.4,1432.88,1755548
2,28,4,8,7,44,0,10,16.9,1869.99,881948
1,50,7,99,9,40,0,10,86.8,16239.77,1021836
1,39,5,99,9,44,0,10,196.2,5565.41,2137503
1,42,6,8,7,36,0,6,30.9,1453.63,674739
1,29,4,9,7,40,0,10,12.9,1194.95,2274530
1,53,7,8,3,44,0,3,14.7,1044.06,2217951
1,62,7,9,5,40,0,9,436.3,2489.54,2230558
1,37,5,8,7,42,0,5,73.6,3139.41,660492
1,31,5,8,7,44,0,4,11.9,947.14,620818
2,26,4,99,9,20,0,10,9.8,19944.51,2050950
1,30,5,2,7,44,0,8,3.5,946.15,1348037
2,17,2,2,7,30,0,4,2.9,813.58,1792864
2,47,6,99,9,30,0,10,237.9,2813.52,938726
1,54,7,2,7,44,0,5,75.9,4479.16,2275718
1,34,5,8,5,44,0,9,80.8,2239.98,1211405
2,39,5,2,11,40,0,10,15.7,5830.6,2210725
1,38,5,99,7,40,0,8,165.1,1083.4,2277926
1,39,5,99,9,30,0,10,16.7,2590.08,1610474
1,32,5,8,5,44,0,5,51.5,2396.33,22396
1,33,5,99,7,30,0,10,5.3,2226.84,1276744
1,62,7,99,2,40,0,10,461.9,5056.47,2947
1,22,3,4,7,44,0,7,3.5,1280.06,2320895
2,33,5,8,2,44,0,2,10.9,1054.19,383415
1,32,5,9,4,44,0,3,0.8,1119.42,1128204
1,59,7,8,9,44,0,5,70.7,1296.44,1634079
2,50,7,99,7,44,0,9,243.8,1655.62,1785202
2,44,6,8,7,36,0,8,48.9,2358.33,1932542
1,40,6,9,7,36,0,7,30.4,1996.91,1590485
2,38,5,99,9,40,0,10,94.5,5235.72,2422609
1,21,3,8,7,44,0,3,6.9,1421.25,1343548
2,32,5,99,7,30,0,10,133.4,3898.36,1772083
2,22,3,8,7,44,0,6,9.8,1375.81,1939282
2,23,3,2,7,44,0,2,23.9,1006.92,1886067
1,46,6,2,6,44,0,8,40.0,2890.63,41261
2,54,7,99,1,40,0,5,136.8,2530.91,2352166
1,43,6,8,7,44,0,5,2.9,1310.06,1419819
1,37,5,8,7,44,0,4,67.7,5293.18,2298649
2,26,4,2,7,44,0,6,19.6,1269.41,265331
2,43,6,99,9,40,0,10,133.5,9588.56,301601
2,46,6,99,9,40,0,10,43.9,3280.66,1994101
2,41,6,9,8,44,0,5,25.9,1905.35,1057598
1,49,6,9,9,44,0,5,0.5,6003.65,1666566
1,25,4,4,7,44,0,9,53.3,1532.98,1491004
2,39,5,8,7,44,0,6,126.9,1498.14,1915365
1,51,7,8,2,44,0,3,96.9,2142.1,2662
1,40,6,8,7,44,0,8,148.4,2190.27,1330743
2,26,4,8,7,44,0,8,56.9,1177.75,408810
1,51,7,8,7,44,0,4,119.3,1976.15,2316689
2,29,4,99,9,40,0,9,44.9,3701.45,949062
2,40,6,8,9,36,0,5,69.4,4317.81,908081
1,64,7,8,7,44,0,10,170.2,6808.35,624620
1,48,6,8,7,36,0,9,35.1,2388.91,601253
1,51,7,99,7,30,0,8,263.8,8434.2,1507717
1,47,6,8,4,44,0,5,30.9,1320.92,322909
1,64,7,8,5,44,0,4,29.9,2058.61,465417
1,43,6,99,9,40,0,10,108.2,6918.84,2149109
1,45,6,99,9,30,0,10,174.0,2806.04,728130
1,37,5,2,7,44,0,6,0.9,1343.42,1271057
1,26,4,8,5,44,0,8,37.3,1525.02,31896
1,29,4,8,7,44,0,6,72.9,2120.84,642086
1,21,3,8,7,44,0,5,26.9,1208.73,1371853
1,37,5,2,5,36,0,10,29.3,2249.71,1204591
1,20,3,8,6,44,0,9,19.6,1168.82,1252325
1,24,3,2,7,44,0,3,2.5,1951.49,628232
1,42,6,2,9,30,0,3,145.4,3796.9,1661661
1,24,3,8,5,44,0,5,1.9,1892.23,2232341
2,43,6,8,7,0,0,6,9.8,1134.57,857896
2,39,5,9,9,40,0,10,10.9,3391.74,2441708
1,28,4,9,7,44,0,3,75.7,1381.92,1465155
2,48,6,99,7,40,0,10,323.3,2150.3,2399695
1,36,5,9,7,44,0,5,15.6,932.82,2110938
1,22,3,8,4,44,0,2,11.9,1167.94,1127858
1,28,4,2,7,44,0,2,19.2,1033.28,2272374
2,35,5,8,9,44,0,7,81.1,4068.66,962151
1,31,5,8,7,44,0,10,46.6,1373.11,673949
1,48,6,99,8,40,0,10,105.7,5252.02,366314
1,35,5,99,7,40,0,8,38.1,2943.35,502298
2,40,6,99,9,30,0,10,83.0,1784.95,969570
2,40,6,99,5,40,0,10,187.7,1720.73,2356682
1,28,4,8,4,44,0,7,1.8,1372.61,447727
2,29,4,2,7,44,0,5,15.6,1662.26,1826921
2,32,5,99,9,30,0,10,119.9,6521.17,2029982
1,21,3,8,7,44,0,10,19.8,1273.56,640184
2,49,6,99,5,20,0,9,354.9,2265.09,182115
1,34,5,8,4,44,0,8,18.3,2773.26,1141892
1,42,6,8,7,44,0,7,22.9,3844.25,1423919
2,40,6,99,9,20,0,10,36.6,2810.01,2031772
1,24,3,8,7,44,0,5,20.2,1269.28,1560461
1,39,5,8,3,44,0,4,179.9,2033.59,1105218
2,43,6,99,9,40,0,10,247.1,4247.87,2438507
2,30,5,8,9,44,0,6,16.9,1490.2,975023
2,49,6,99,5,40,0,10,71.9,1391.46,1033662
1,28,4,8,7,44,0,5,33.8,2107.56,1542312
1,30,5,9,7,44,0,5,0.9,1081.11,539575
1,35,5,8,7,44,0,2,15.9,1695.29,2319903
1,39,5,99,9,40,0,10,147.0,6430.32,381080
1,28,4,8,9,44,0,10,18.9,1360.65,1680972
2,44,6,99,7,30,0,10,268.4,1745.27,1780640
1,30,5,9,5,33,0,10,102.3,2204.41,1218993
2,42,6,6,9,40,0,3,21.5,2640.65,2210055
2,32,5,8,7,44,0,4,22.4,1525.18,1936465
2,41,6,99,9,25,0,10,213.3,2153.35,917204
2,41,6,99,9,30,0,10,152.5,5447.78,940654
1,59,7,99,10,30,0,10,390.3,3161.19,1691525
2,18,3,99,7,40,0,5,6.6,1168.34,2378884
2,38,5,99,7,40,0,10,36.9,1255.82,234766
1,30,5,2,9,40,0,7,23.9,10764.31,1670595
2,27,4,8,9,44,0,8,47.4,4695.99,2067023
1,22,3,9,7,44,0,5,2.9,1156.17,112109
1,36,5,8,7,44,0,10,31.5,3682.25,621850
1,55,7,8,4,44,0,9,57.8,6565.97,452537
1,49,6,6,6,44,0,5,0.5,871.13,37688
2,27,4,8,7,44,0,2,8.7,1322.04,1841724
1,50,7,8,7,44,0,4,27.9,1166.99,2252209
2,39,5,8,7,36,0,7,4.8,1282.22,776236
1,24,3,8,2,44,0,10,11.2,1410.13,4815
1,30,5,99,5,40,0,10,110.9,1604.21,1203053
2,57,7,99,9,30,0,10,414.2,32075.78,2052531
1,19,3,8,7,44,0,7,2.7,1370.3,611972
2,45,6,9,7,44,0,3,28.9,1080.99,1867764
2,33,5,99,7,40,0,5,11.6,1042.51,2367985
1,48,6,8,4,0,0,5,31.7,1566.74,2220140
1,36,5,99,8,30,0,9,23.9,3789.45,1595197
1,46,6,8,4,44,0,8,111.5,3548.31,12780
1,37,5,99,7,40,0,10,22.3,1080.87,1304166
2,41,6,2,9,14,0,7,57.9,3595.41,2422396
1,21,3,8,6,44,0,2,0.7,820.64,1236038
2,24,3,8,7,44,0,6,74.7,4096.26,1929667
1,33,5,8,6,0,0,7,14.5,3554.33,42470
1,61,7,99,7,30,0,9,68.2,3041.14,1309907
1,44,6,8,5,44,0,7,41.9,3531.26,468259
1,25,4,8,7,36,0,4,16.8,3618.96,672780
2,42,6,99,9,40,0,10,148.1,4758.55,2077765
1,45,6,2,9,44,0,3,131.9,2133.92,2333792
2,33,5,8,7,44,0,5,12.8,1464.64,861633
2,56,7,99,9,30,0,10,165.0,4205.01,2197496
2,25,4,9,7,40,0,10,13.3,1256.03,2397785
1,37,5,8,9,44,0,10,47.6,5912.31,1671011
1,39,5,8,7,44,0,8,7.7,1993.41,1013347
2,37,5,99,9,30,0,10,55.8,7631.01,967186
1,48,6,99,3,30,0,10,100.0,507.1,443201
1,47,6,99,5,30,0,10,83.7,1669.11,461329
1,54,7,9,7,44,0,2,30.9,1043.1,2277104
1,25,4,8,7,44,0,5,14.9,1226.58,1365114
2,44,6,8,9,36,0,2,69.9,2995.61,287140
2,44,6,99,9,20,0,10,90.1,8598.63,2020745
1,39,5,9,9,44,0,5,99.6,1856.33,2156259
2,62,7,99,7,30,0,10,116.5,3827.71,815954
2,34,5,8,7,44,0,2,25.8,1021.74,249222
2,45,6,9,7,44,0,5,152.5,1600.1,1039796
1,41,6,9,9,44,0,8,32.9,11383.13,168062
2,37,5,8,7,44,0,2,81.9,1308.78,1928278
2,61,7,99,7,30,0,10,294.6,3136.33,815303
1,44,6,2,6,44,0,9,175.1,3572.62,34060
1,57,7,99,7,40,0,7,162.9,1498.1,2282428
2,21,3,4,7,44,0,2,2.9,1253.77,2368977
1,38,5,8,3,42,0,9,54.9,2165.71,1115927
2,39,5,8,7,44,0,4,10.9,1046.62,1822385
2,40,6,8,7,44,0,10,21.6,1806.95,887540
2,39,5,99,7,20,0,8,224.9,2595.6,211096
1,47,6,9,5,44,0,4,22.9,1650.14,30971
2,37,5,8,7,44,0,3,30.5,857.83,1868699
1,51,7,99,9,20,0,10,226.1,1699.62,1629769
2,31,5,8,9,44,0,3,4.1,2277.92,2184879
2,43,6,8,7,44,0,4,32.8,1447.55,1954158
2,35,5,99,7,40,0,10,113.1,3201.77,222299
2,24,3,8,7,44,0,7,4.9,2567.67,814742
1,58,7,99,7,30,0,8,433.5,3592.35,1313524
1,22,3,8,7,44,0,5,29.4,2232.3,133837
1,35,5,8,5,44,0,6,54.8,1226.16,464261
1,52,7,8,7,44,0,3,8.9,2683.05,358375
1,40,6,2,7,44,0,10,34.9,1891.5,1429499
1,38,5,8,4,44,0,9,48.8,1423.15,18568
2,28,4,8,9,44,0,7,25.9,1302.58,2091846
1,33,5,8,7,44,0,3,43.9,1353.11,576217
2,42,6,8,7,40,0,3,42.5,1738.88,1048289
2,42,6,99,5,25,0,8,158.9,1668.33,1738152
1,39,5,99,7,30,0,9,178.9,1402.32,1305732
1,32,5,99,9,30,0,10,45.2,9339.07,1660453
2,50,7,99,7,40,0,10,390.0,3044.58,239347
1,54,7,9,7,44,0,2,109.9,1630.57,2278661
1,56,7,2,5,44,0,2,150.9,1601.35,23169
2,52,7,99,7,44,0,10,261.6,2349.02,2165632
2,19,3,99,7,44,0,10,0.9,1192.25,396901
1,44,6,8,7,44,0,5,28.5,1959.36,2308652
1,37,5,8,7,40,0,10,94.8,2509.0,1520047
2,25,4,8,7,44,0,5,43.9,1495.11,891336
1,27,4,8,7,36,1,7,34.3,1814.39,1482561
1,25,4,9,7,44,0,10,9.9,1043.39,502381
2,47,6,2,7,44,0,9,154.7,1441.41,1762345
1,34,5,8,5,40,0,5,13.9,1261.05,465248
1,37,5,99,7,30,0,10,78.5,5578.71,336886
2,50,7,99,7,36,0,7,210.9,1207.04,2393303
2,46,6,99,3,44,0,10,150.9,2817.22,1700320
2,30,5,99,9,30,0,10,25.1,7584.2,2052171
2,47,6,8,7,43,0,7,4.4,1358.11,871500
1,36,5,9,5,44,0,4,12.8,1122.61,326619
2,34,5,9,9,40,0,10,20.6,1150.8,1065399
1,46,6,99,7,30,0,10,182.3,2233.13,586535
2,38,5,99,9,30,0,10,180.3,2374.58,927633
2,52,7,99,9,30,0,10,394.9,3054.0,1980749
1,53,7,9,7,44,0,2,51.9,1033.8,1408118
1,27,4,8,7,44,0,10,13.3,1817.16,1478258
1,37,5,8,7,44,0,5,34.9,1614.95,1589264
2,34,5,8,7,34,0,7,10.9,1038.59,195948
1,26,4,99,8,40,0,7,59.6,4219.62,1600521
1,53,7,8,7,42,0,8,96.8,2113.87,1318988
2,29,4,8,9,44,0,4,33.7,1949.99,2058641
1,28,4,8,7,44,0,8,93.8,2239.12,492688
2,25,4,8,5,44,0,5,1.9,1243.38,1737476
1,26,4,2,7,36,0,7,15.7,1370.37,1521057
1,31,5,99,9,25,0,10,20.8,3204.23,371403
1,29,4,2,7,44,0,4,21.1,2052.56,2317895
1,42,6,8,2,44,0,8,3.2,1350.2,1094614
1,30,5,8,7,44,0,8,25.7,1793.38,656275
2,39,5,8,7,44,0,7,41.8,1578.78,2173648
1,38,5,99,9,36,0,10,21.9,7817.23,2154781
2,47,6,2,9,40,0,5,185.9,3639.27,286418
1,34,5,8,7,44,0,2,8.2,1849.23,97618
2,27,4,99,7,40,0,10,14.5,2383.84,791817
2,26,4,8,7,44,0,3,6.9,1539.19,210385
1,39,5,8,5,44,0,10,10.3,1822.17,1162336
1,47,6,8,5,36,0,3,352.9,2053.78,1222336
1,30,5,8,7,44,0,2,23.9,1319.78,1403825
2,72,8,99,9,30,0,10,365.9,6204.06,2030097
2,41,6,9,7,44,0,2,81.7,1125.71,1770130
2,33,5,8,7,44,0,9,36.7,1730.94,245451
2,40,6,99,7,40,0,10,112.4,1488.59,231241
1,37,5,6,7,44,0,5,109.9,2981.12,1011905
2,29,4,8,7,44,0,4,12.9,1802.46,201357
1,22,3,8,4,44,0,9,1.7,1079.24,16140
2,45,6,8,9,6,0,6,16.9,2326.21,2090957
1,29,4,8,7,44,0,7,45.9,1270.66,1577545
1,23,3,8,7,44,0,3,0.2,368.12,1343716
1,43,6,8,4,44,0,2,0.4,866.67,985373
1,49,6,8,7,42,0,10,10.0,1828.54,1459849
1,31,5,99,8,40,0,7,21.1,2108.22,366232
1,44,6,8,2,44,0,5,0.7,1466.2,1094340
1,23,3,9,7,44,0,9,25.2,5766.19,2305723
2,26,4,8,7,44,0,6,3.4,1338.85,1867265
1,39,5,2,7,44,0,10,165.3,4801.61,1500082
1,49,6,8,4,44,0,6,48.6,2398.24,1135262
1,33,5,8,2,44,0,10,143.5,1401.2,1084253
2,25,4,8,7,44,0,4,52.9,1583.44,1800311
2,31,5,1,9,40,0,10,6.4,5950.62,910724
2,51,7,8,9,44,0,6,100.9,19963.59,961590
1,30,5,8,7,44,0,2,5.9,1053.92,1389096
1,33,5,8,7,44,0,10,80.9,2140.89,1343786
1,38,5,8,7,44,0,10,82.8,2227.88,510145
1,27,4,8,6,44,0,10,16.1,1517.9,43006
2,49,6,8,7,44,0,10,6.4,1658.37,877876
1,46,6,2,3,44,0,7,160.9,1833.06,1105015
1,32,5,99,9,30,0,10,77.0,7544.73,374978
1,29,4,99,9,30,0,10,82.5,3082.68,370670
2,23,3,9,7,44,0,4,0.9,1204.44,2390661
2,50,7,8,7,44,0,10,30.8,1404.36,1948782
1,51,7,2,9,44,0,7,246.6,16750.38,1671806
1,26,4,2,7,44,0,2,96.8,1137.33,50603
1,46,6,9,4,44,0,6,51.4,1530.45,17660
2,51,7,8,7,44,0,7,108.9,1483.33,1942699
2,33,5,99,9,40,0,10,20.0,6099.51,302458
2,35,5,2,7,44,0,2,0.9,1082.71,194603
2,49,6,99,7,36,0,10,98.9,1810.94,1852149
1,48,6,99,9,30,0,6,208.8,2380.4,2336002
1,43,6,9,4,44,0,4,154.9,1511.23,1124106
1,42,6,8,7,44,0,9,84.9,4314.51,1455569
2,40,6,9,7,44,0,5,1.9,1212.22,410815
1,36,5,2,7,44,0,4,7.5,1253.25,1367608
1,31,5,2,7,44,0,3,1.9,1254.16,1380066
1,61,7,99,9,30,0,9,371.7,12408.92,704838
1,42,6,8,7,44,0,5,94.3,2970.37,122012
1,30,5,8,7,44,0,7,26.8,1877.62,1458172
1,54,7,99,7,30,0,10,322.9,2940.58,551965
2,31,5,2,10,40,0,10,21.7,4422.48,316829
2,45,6,99,9,40,0,10,127.5,4871.77,2441552
1,47,6,8,3,44,0,6,11.5,1049.57,1116304
1,53,7,99,9,35,0,9,225.1,21344.71,699573
1,36,5,9,4,44,0,10,107.9,2313.43,1142440
1,21,3,8,7,44,0,4,1.4,975.4,509199
1,32,5,8,9,10,0,6,18.3,1925.35,723316
1,53,7,8,10,3,0,7,106.9,3912.49,172278
1,51,7,8,7,40,0,7,19.4,1396.61,1422929
1,34,5,8,7,44,0,2,11.2,1033.72,1392184
1,35,5,8,7,36,0,7,11.9,1545.97,660533
2,33,5,99,9,25,0,9,105.9,2001.43,430061
1,30,5,9,9,0,0,4,58.6,3867.69,153374
1,43,6,2,3,44,0,3,247.9,1772.33,1116096
1,16,2,8,4,20,0,7,21.8,721.75,13718
2,23,3,8,7,44,0,5,47.7,1388.14,2386256
1,52,7,99,7,44,0,9,104.7,1183.11,1295422
1,38,5,2,9,0,0,3,147.4,9125.7,746501
2,40,6,9,7,44,0,2,33.2,1438.19,833037
1,39,5,99,7,40,0,10,206.9,3309.27,552755
1,31,5,9,5,44,0,2,25.7,1218.14,1192284
1,51,7,99,7,32,0,7,47.9,3338.67,1367324
2,28,4,8,5,39,1,5,59.9,1467.9,1725634
2,27,4,99,9,40,0,10,18.0,5194.22,276439
2,61,7,8,9,36,0,9,370.3,6006.95,921348
1,38,5,8,7,42,0,9,217.8,4858.98,664271
2,18,3,8,7,44,0,3,2.7,1345.61,263546
1,21,3,8,7,44,0,6,10.8,1393.31,2288876
1,32,5,99,9,40,0,10,83.8,12127.79,1644869
1,28,4,8,7,33,0,9,46.5,2865.95,1529330
1,34,5,9,9,40,0,9,139.4,7457.02,165079
2,24,3,9,7,44,0,4,0.7,828.95,2173888
2,22,3,8,7,44,0,7,35.4,1353.53,255470
2,28,4,2,9,44,0,3,11.8,1971.63,1069717
1,20,3,8,7,44,0,10,2.7,1391.88,545866
1,26,4,8,7,44,0,9,9.7,1515.92,538292
2,38,5,99,7,36,0,10,238.9,3762.72,1946492
1,45,6,6,2,44,0,5,16.4,1080.35,319259
1,40,6,8,7,36,0,7,11.8,2243.78,1552913
2,45,6,99,9,40,0,10,184.9,3243.27,2441262
2,42,6,8,7,44,0,3,4.9,1101.66,410976
2,31,5,8,7,44,0,8,4.9,2247.54,218197
1,45,6,8,7,44,0,7,242.9,3067.37,2308682
1,45,6,99,4,40,0,10,236.9,1224.14,1134044
1,25,4,8,7,44,0,9,47.6,1596.9,618344
1,28,4,99,8,40,0,8,107.7,4497.7,690917
1,26,4,2,7,40,0,5,1.3,821.27,509767
2,27,4,99,9,40,0,8,42.1,4221.41,2057355
2,35,5,2,9,16,0,8,21.9,2177.95,2187940
2,64,7,99,9,20,0,10,40.5,5122.3,2027558
2,21,3,8,7,44,0,5,13.9,1198.44,1828914
1,28,4,99,7,30,0,10,28.8,3661.87,1284418
1,28,4,8,7,44,0,9,23.5,1101.73,1350192
2,45,6,99,7,30,0,10,66.1,1663.85,809128
2,35,5,4,7,44,0,4,67.4,2280.08,1761621
1,41,6,8,7,44,0,10,9.4,2536.04,2303917
1,50,7,99,5,40,0,6,366.5,14354.94,988943
1,41,6,99,7,40,0,10,191.9,1587.35,79857
1,39,5,99,9,40,0,10,129.0,5441.05,2148687
2,20,3,8,7,36,0,8,3.9,1762.59,1876423
2,25,4,8,7,44,0,2,28.9,1322.74,796218
1,73,8,99,4,40,0,8,261.0,1347.79,2222529
1,32,5,8,5,44,0,7,75.6,1711.98,1189254
2,48,6,2,7,44,0,2,139.8,1486.47,1840747
1,40,6,2,5,44,0,10,86.5,1451.4,458773
1,20,3,8,7,44,0,8,12.4,1492.18,139775
1,54,7,8,7,40,0,6,90.9,3126.85,1458481
1,61,7,99,9,40,0,8,72.0,5646.29,2344985
2,47,6,8,6,33,1,5,72.9,1256.96,1743070
2,47,6,99,9,40,0,10,180.2,3920.0,304141
2,41,6,99,7,40,0,8,11.9,1878.0,1929118
1,30,5,8,6,44,0,2,38.9,1358.15,1263071
1,60,7,8,9,44,0,5,65.9,32786.54,1656121
2,34,5,99,5,30,0,10,169.5,2729.91,1719952
1,48,6,8,3,44,0,8,57.9,1351.83,1105329
1,66,8,8,9,30,0,6,2.1,7166.38,717271
1,29,4,8,7,36,0,6,23.5,3602.85,1502472
1,33,5,9,7,44,0,4,10.9,1394.07,109936
1,23,3,99,7,44,0,10,4.6,2072.87,59973
1,56,7,8,4,36,0,5,28.9,948.49,1153833
1,25,4,99,7,40,0,9,11.5,1263.5,64079
1,43,6,99,9,20,0,10,172.9,2078.83,1618387
1,32,5,99,7,44,0,9,151.9,2568.63,344274
1,32,5,8,7,1,0,5,22.1,659.29,2119765
2,24,3,99,7,30,0,10,38.8,3334.82,1771573
1,32,5,99,7,40,0,10,56.3,3469.5,1542672
1,25,4,8,6,44,0,2,33.9,950.36,1234352
2,34,5,8,8,44,0,3,25.9,745.87,2183725
2,27,4,8,7,44,0,7,61.4,1392.36,1834510
1,43,6,8,7,44,0,7,4.3,2268.07,1017915
2,38,5,8,9,31,0,7,94.9,1484.19,286513
2,28,4,8,9,44,0,5,34.7,1458.62,974206
2,22,3,8,7,44,0,4,4.4,1289.34,1950065
1,41,6,8,7,44,0,5,43.2,2160.73,1473686
2,20,3,9,7,44,0,3,2.9,1176.53,194569
2,31,5,9,9,44,0,6,46.4,1760.09,284605
1,42,6,9,7,44,0,4,52.9,2537.14,1530966
2,23,3,2,7,44,0,4,3.7,1039.1,209729
1,53,7,2,9,44,0,5,180.9,13657.19,1611948
2,22,3,8,7,44,0,4,3.5,1136.0,205457
2,35,5,9,9,40,0,10,21.6,6940.16,2041681
1,21,3,8,7,44,0,4,11.7,900.22,1405832
2,55,7,99,7,30,0,10,369.0,1966.19,846645
1,44,6,4,5,44,0,4,304.0,1491.96,21347
